Target,Mean_Error,Mean_Absolute_Error,Median_Absolute_Error,90th_Percentile_Absolute_Error,Maximum_Absolute_Error,RMSE
SOC,0.0994999334177653,1.3538499910835189,0.4541270677541931,2.621831815777257,32.558223987740526,3.1794515978172777
Remaining Charging Time,492.8184498122829,542.106640052783,437.4631373847394,1335.971877352481,3260.4119790106197,799.6852723580091
